log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-001882,2023-03-31 06:11:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_21,new_62,192.168.34.52,Mac OS,Success,
AL-001883,2023-10-06 07:26:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-05623,old_5,new_57,192.168.120.225,Mac OS,Success,
AL-001884,2023-07-03 18:49:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-08410,old_2,new_13,192.168.96.103,Windows 10,Failed,Invalid ID
AL-001885,2023-03-03 05:24:00,USER-001,Rajesh Kumar,Safety Officer,Create,inspections,REC-06158,old_94,new_14,192.168.80.49,Linux,Success,
AL-001886,2023-07-18 23:30:00,USER-001,Rajesh Kumar,Safety Officer,Reject,contractors,REC-02494,old_58,new_47,192.168.96.76,Mac OS,Success,
AL-001887,2023-07-31 14:23:00,USER-002,Sita Devi,Environmental Officer,Update,corrective_actions,REC-06247,old_92,new_62,192.168.104.97,Windows 10,Success,
AL-001888,2023-12-13 01:40:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_9,new_88,192.168.84.238,Windows 10,Success,
AL-001889,2023-12-09 18:15:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-01625,old_82,new_71,192.168.200.54,Windows 10,Success,
AL-001890,2023-12-14 06:03:00,USER-002,Sita Devi,Environmental Officer,Delete,mine_master,REC-00037,old_88,new_99,192.168.51.106,Windows 10,Success,
AL-001891,2023-04-29 11:40:00,USER-003,Amit Patel,Labour Inspector,Reject,production_monthly,REC-09507,old_21,new_62,192.168.137.68,Windows 10,Success,
AL-001892,2023-01-16 05:23:00,USER-003,Amit Patel,Labour Inspector,Create,mine_master,REC-07075,old_3,new_62,192.168.139.67,Linux,Success,
AL-001893,2023-04-14 06:51:00,USER-002,Sita Devi,Environmental Officer,Reject,grievances,REC-01893,old_17,new_10,192.168.103.241,Mac OS,Success,
AL-001894,2023-06-22 20:04:00,USER-001,Rajesh Kumar,Safety Officer,Sync,equipment,REC-07758,old_48,new_51,192.168.119.100,Windows 10,Success,
AL-001895,2023-11-03 14:53:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_68,new_63,192.168.89.210,Linux,Success,
AL-001896,2023-02-11 15:20:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_17,new_11,192.168.49.27,Windows 10,Success,
AL-001897,2023-05-25 22:05:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_43,new_46,192.168.245.7,Linux,Success,
AL-001898,2023-11-25 11:34:00,USER-003,Amit Patel,Labour Inspector,Sync,corrective_actions,REC-04726,old_71,new_32,192.168.72.217,Windows 10,Success,
AL-001899,2023-12-01 12:55:00,USER-002,Sita Devi,Environmental Officer,Delete,corrective_actions,REC-04594,old_60,new_20,192.168.100.102,Mac OS,Success,
AL-001900,2023-10-20 22:26:00,USER-001,Rajesh Kumar,Safety Officer,Approve,corrective_actions,REC-06668,old_91,new_70,192.168.219.187,Mac OS,Success,
AL-001901,2023-09-06 15:32:00,USER-002,Sita Devi,Environmental Officer,Reject,contractors,REC-02402,old_53,new_100,192.168.166.83,Linux,Success,
AL-001902,2023-11-22 23:50:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-01978,old_13,new_56,192.168.240.191,Linux,Success,
AL-001903,2023-08-24 11:23:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-01184,old_67,new_35,192.168.195.164,Windows 10,Success,
AL-001904,2023-06-22 05:55:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_29,new_27,192.168.117.15,Linux,Success,
AL-001905,2023-08-31 20:10:00,USER-001,Rajesh Kumar,Safety Officer,Approve,incidents,REC-02703,old_14,new_59,192.168.90.43,Windows 10,Failed,Database timeout
AL-001906,2023-07-26 21:20:00,USER-001,Rajesh Kumar,Safety Officer,Reject,documents,REC-06332,old_37,new_10,192.168.112.211,Mac OS,Success,
AL-001907,2023-10-01 22:48:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-02171,old_98,new_48,192.168.90.54,Linux,Success,
AL-001908,2023-11-29 18:51:00,USER-001,Rajesh Kumar,Safety Officer,Update,inspections,REC-08119,old_1,new_30,192.168.100.135,Windows 10,Success,
AL-001909,2023-01-29 01:17:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-08124,old_36,new_28,192.168.31.124,Windows 10,Success,
AL-001910,2023-06-04 15:27:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_62,new_44,192.168.177.186,Linux,Success,
AL-001911,2023-02-08 07:18:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-08545,old_33,new_13,192.168.193.163,Linux,Success,
AL-001912,2023-04-26 11:21:00,USER-003,Amit Patel,Labour Inspector,Delete,equipment,REC-02893,old_28,new_9,192.168.191.95,Mac OS,Success,
AL-001913,2023-11-28 10:39:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-03556,old_35,new_8,192.168.125.148,Mac OS,Success,
AL-001914,2023-01-25 22:32:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_4,new_46,192.168.189.77,Linux,Success,
AL-001915,2023-02-02 18:12:00,USER-003,Amit Patel,Labour Inspector,Approve,worker_attendance,REC-09771,old_55,new_90,192.168.51.27,Linux,Success,
AL-001916,2023-05-19 23:59:00,USER-001,Rajesh Kumar,Safety Officer,Approve,mine_master,REC-04573,old_75,new_60,192.168.169.220,Mac OS,Success,
AL-001917,2023-02-04 13:27:00,USER-002,Sita Devi,Environmental Officer,Update,incidents,REC-09373,old_53,new_45,192.168.124.35,Windows 10,Success,
AL-001918,2023-05-07 13:04:00,USER-001,Rajesh Kumar,Safety Officer,Reject,documents,REC-09718,old_85,new_98,192.168.43.102,Linux,Success,
AL-001919,2023-10-14 14:14:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_49,new_73,192.168.75.35,Windows 10,Success,
AL-001920,2023-11-03 06:28:00,USER-001,Rajesh Kumar,Safety Officer,Approve,mine_master,REC-09706,old_39,new_4,192.168.131.20,Windows 10,Success,
AL-001921,2023-04-05 11:48:00,USER-001,Rajesh Kumar,Safety Officer,Delete,production_monthly,REC-03010,old_75,new_58,192.168.35.173,Mac OS,Success,
AL-001922,2023-11-15 04:58:00,USER-002,Sita Devi,Environmental Officer,Create,grievances,REC-05529,old_54,new_82,192.168.145.142,Mac OS,Failed,Database timeout
AL-001923,2023-02-11 02:32:00,USER-001,Rajesh Kumar,Safety Officer,Update,corrective_actions,REC-00064,old_18,new_36,192.168.187.98,Linux,Success,
AL-001924,2023-06-01 23:48:00,USER-002,Sita Devi,Environmental Officer,Sync,mine_master,REC-09499,old_29,new_6,192.168.126.194,Mac OS,Success,
AL-001925,2023-11-04 11:16:00,USER-003,Amit Patel,Labour Inspector,Reject,inspections,REC-02454,old_58,new_19,192.168.114.161,Linux,Success,
AL-001926,2023-09-23 12:03:00,USER-001,Rajesh Kumar,Safety Officer,Reject,environmental_readings,REC-00527,old_51,new_79,192.168.125.146,Mac OS,Success,
AL-001927,2023-03-31 03:51:00,USER-003,Amit Patel,Labour Inspector,Sync,inspections,REC-03323,old_91,new_18,192.168.7.227,Linux,Success,
AL-001928,2023-09-18 09:42:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-06247,old_10,new_1,192.168.86.155,Windows 10,Success,
AL-001929,2023-08-16 16:00:00,USER-003,Amit Patel,Labour Inspector,Reject,production_monthly,REC-04390,old_28,new_4,192.168.219.122,Windows 10,Success,
AL-001930,2023-10-10 01:41:00,USER-002,Sita Devi,Environmental Officer,Update,corrective_actions,REC-08309,old_35,new_78,192.168.159.148,Linux,Success,
AL-001931,2023-05-30 12:19:00,USER-003,Amit Patel,Labour Inspector,Update,grievances,REC-06789,old_63,new_67,192.168.47.238,Windows 10,Success,
AL-001932,2023-03-30 05:32:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-08901,old_25,new_3,192.168.28.77,Windows 10,Success,
AL-001933,2023-07-13 10:26:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_21,new_92,192.168.15.15,Mac OS,Failed,Permission denied
AL-001934,2023-10-04 21:21:00,USER-001,Rajesh Kumar,Safety Officer,Sync,environmental_readings,REC-08535,old_64,new_91,192.168.169.87,Windows 10,Success,
AL-001935,2023-05-18 20:20:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-09211,old_29,new_81,192.168.1.153,Windows 10,Success,
AL-001936,2023-05-03 09:48:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-09583,old_38,new_34,192.168.195.247,Windows 10,Success,
AL-001937,2023-03-10 22:06:00,USER-001,Rajesh Kumar,Safety Officer,Sync,production_monthly,REC-04508,old_24,new_35,192.168.186.168,Mac OS,Success,
AL-001938,2023-08-19 13:19:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-03672,old_38,new_12,192.168.49.54,Linux,Success,
AL-001939,2023-02-08 14:00:00,USER-002,Sita Devi,Environmental Officer,Update,documents,REC-08890,old_25,new_66,192.168.135.25,Mac OS,Success,
AL-001940,2023-01-17 23:14:00,USER-002,Sita Devi,Environmental Officer,Delete,corrective_actions,REC-08367,old_36,new_75,192.168.111.62,Windows 10,Success,
AL-001941,2023-08-31 02:27:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-04324,old_35,new_35,192.168.53.76,Linux,Success,
AL-001942,2023-09-30 15:19:00,USER-002,Sita Devi,Environmental Officer,Create,contractors,REC-09247,old_87,new_84,192.168.210.25,Linux,Success,
AL-001943,2023-09-11 15:14:00,USER-003,Amit Patel,Labour Inspector,Create,worker_attendance,REC-04213,old_64,new_34,192.168.50.162,Windows 10,Success,
AL-001944,2023-03-14 12:39:00,USER-002,Sita Devi,Environmental Officer,Reject,equipment,REC-03397,old_1,new_42,192.168.225.169,Mac OS,Success,
AL-001945,2023-10-31 01:08:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_57,new_9,192.168.93.99,Windows 10,Success,
AL-001946,2023-07-21 14:57:00,USER-002,Sita Devi,Environmental Officer,Approve,worker_attendance,REC-08349,old_70,new_85,192.168.78.131,Windows 10,Success,
AL-001947,2023-06-07 14:26:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-02461,old_24,new_16,192.168.45.217,Mac OS,Success,
AL-001948,2023-11-03 00:08:00,USER-003,Amit Patel,Labour Inspector,Delete,documents,REC-05027,old_93,new_73,192.168.141.177,Linux,Success,
AL-001949,2023-07-12 01:29:00,USER-002,Sita Devi,Environmental Officer,Update,equipment,REC-07740,old_90,new_19,192.168.52.30,Windows 10,Success,
AL-001950,2023-03-14 11:21:00,USER-002,Sita Devi,Environmental Officer,Delete,worker_attendance,REC-08960,old_46,new_43,192.168.217.228,Mac OS,Success,
AL-001951,2023-03-14 18:50:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-04391,old_46,new_83,192.168.182.179,Windows 10,Success,
AL-001952,2023-01-14 11:47:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_27,new_5,192.168.65.135,Linux,Success,
AL-001953,2023-08-27 13:50:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_82,new_23,192.168.215.39,Mac OS,Success,
AL-001954,2023-10-23 05:45:00,USER-002,Sita Devi,Environmental Officer,Create,contractors,REC-07945,old_59,new_32,192.168.157.78,Windows 10,Success,
AL-001955,2023-05-11 01:20:00,USER-001,Rajesh Kumar,Safety Officer,Create,incidents,REC-03382,old_39,new_37,192.168.136.182,Mac OS,Success,
AL-001956,2023-10-11 12:35:00,USER-003,Amit Patel,Labour Inspector,Sync,corrective_actions,REC-03654,old_95,new_79,192.168.226.6,Linux,Success,
AL-001957,2023-05-07 23:08:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_43,new_65,192.168.92.20,Windows 10,Success,
AL-001958,2023-05-29 14:02:00,USER-002,Sita Devi,Environmental Officer,Approve,inspections,REC-01335,old_64,new_75,192.168.164.42,Linux,Success,
AL-001959,2023-10-26 16:38:00,USER-003,Amit Patel,Labour Inspector,Create,environmental_readings,REC-02229,old_41,new_9,192.168.90.166,Linux,Success,
AL-001960,2023-01-08 21:59:00,USER-003,Amit Patel,Labour Inspector,Sync,mine_master,REC-07006,old_54,new_30,192.168.62.140,Linux,Success,
AL-001961,2023-09-30 08:53:00,USER-002,Sita Devi,Environmental Officer,Delete,production_monthly,REC-01346,old_77,new_32,192.168.199.56,Windows 10,Success,
AL-001962,2023-01-21 02:39:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_94,new_15,192.168.155.150,Windows 10,Success,
AL-001963,2023-11-14 05:47:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_96,new_84,192.168.21.96,Linux,Success,
AL-001964,2023-03-13 08:41:00,USER-002,Sita Devi,Environmental Officer,Create,incidents,REC-05469,old_2,new_80,192.168.240.156,Windows 10,Success,
AL-001965,2023-04-07 07:22:00,USER-001,Rajesh Kumar,Safety Officer,Update,environmental_readings,REC-02998,old_71,new_74,192.168.106.37,Windows 10,Success,
AL-001966,2023-01-28 23:49:00,USER-001,Rajesh Kumar,Safety Officer,Delete,production_monthly,REC-04823,old_1,new_79,192.168.244.6,Mac OS,Success,
AL-001967,2023-04-27 21:30:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-09303,old_38,new_17,192.168.128.156,Windows 10,Success,
AL-001968,2023-12-24 08:01:00,USER-002,Sita Devi,Environmental Officer,Create,worker_attendance,REC-07235,old_29,new_58,192.168.141.124,Windows 10,Success,
AL-001969,2023-06-14 06:04:00,USER-002,Sita Devi,Environmental Officer,Create,worker_attendance,REC-02852,old_68,new_82,192.168.72.4,Windows 10,Success,
AL-001970,2023-11-14 20:50:00,USER-001,Rajesh Kumar,Safety Officer,Approve,inspections,REC-03931,old_17,new_91,192.168.56.245,Linux,Success,
AL-001971,2023-04-18 09:03:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-02563,old_63,new_9,192.168.130.46,Windows 10,Success,
AL-001972,2023-04-02 22:13:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-06530,old_2,new_64,192.168.97.64,Mac OS,Success,
AL-001973,2023-06-25 07:30:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-06357,old_97,new_60,192.168.101.197,Mac OS,Success,
AL-001974,2023-02-27 12:04:00,USER-003,Amit Patel,Labour Inspector,Approve,inspections,REC-00765,old_21,new_14,192.168.7.214,Linux,Success,
AL-001975,2023-12-16 01:33:00,USER-001,Rajesh Kumar,Safety Officer,Approve,production_monthly,REC-02017,old_20,new_71,192.168.229.237,Mac OS,Success,
AL-001976,2023-08-17 12:17:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_35,new_23,192.168.251.49,Mac OS,Success,
AL-001977,2023-03-10 11:05:00,USER-003,Amit Patel,Labour Inspector,Create,documents,REC-08012,old_19,new_9,192.168.111.147,Mac OS,Success,
AL-001978,2023-07-01 05:21:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-08040,old_21,new_52,192.168.187.146,Linux,Success,
AL-001979,2023-11-20 18:41:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_76,new_2,192.168.214.62,Linux,Success,
AL-001980,2023-05-22 01:09:00,USER-003,Amit Patel,Labour Inspector,Sync,contractors,REC-07544,old_31,new_65,192.168.24.82,Linux,Success,
AL-001981,2023-11-22 12:32:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-07327,old_93,new_96,192.168.109.223,Mac OS,Failed,Invalid ID
AL-001982,2023-08-06 21:52:00,USER-002,Sita Devi,Environmental Officer,Update,corrective_actions,REC-06940,old_46,new_27,192.168.31.9,Windows 10,Success,
AL-001983,2023-03-04 18:53:00,USER-002,Sita Devi,Environmental Officer,Approve,mine_master,REC-06705,old_94,new_31,192.168.44.137,Linux,Success,
AL-001984,2023-08-19 01:24:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-05479,old_30,new_87,192.168.64.16,Linux,Success,
AL-001985,2023-05-25 06:12:00,USER-002,Sita Devi,Environmental Officer,Delete,environmental_readings,REC-02132,old_21,new_2,192.168.236.136,Mac OS,Success,
AL-001986,2023-02-25 19:25:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_73,new_27,192.168.127.245,Windows 10,Success,
AL-001987,2023-09-17 15:39:00,USER-001,Rajesh Kumar,Safety Officer,Delete,equipment,REC-05849,old_14,new_47,192.168.91.154,Linux,Success,
AL-001988,2023-11-05 07:25:00,USER-002,Sita Devi,Environmental Officer,Update,worker_attendance,REC-07613,old_66,new_62,192.168.69.132,Linux,Success,
AL-001989,2023-02-21 12:20:00,USER-003,Amit Patel,Labour Inspector,Reject,equipment,REC-08006,old_6,new_1,192.168.96.183,Linux,Failed,Database timeout
AL-001990,2023-01-19 10:47:00,USER-002,Sita Devi,Environmental Officer,Approve,worker_attendance,REC-02096,old_11,new_27,192.168.179.195,Linux,Success,
AL-001991,2023-08-26 02:48:00,USER-002,Sita Devi,Environmental Officer,Sync,production_monthly,REC-04147,old_23,new_38,192.168.107.52,Linux,Success,
AL-001992,2023-10-23 22:11:00,USER-001,Rajesh Kumar,Safety Officer,Reject,grievances,REC-05475,old_63,new_4,192.168.252.169,Windows 10,Success,
AL-001993,2023-12-24 19:17:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_89,new_44,192.168.130.203,Mac OS,Success,
AL-001994,2023-05-08 06:32:00,USER-003,Amit Patel,Labour Inspector,Reject,worker_attendance,REC-05707,old_34,new_19,192.168.121.34,Linux,Success,
AL-001995,2023-05-14 14:43:00,USER-003,Amit Patel,Labour Inspector,Delete,production_monthly,REC-01432,old_85,new_96,192.168.203.250,Mac OS,Success,
AL-001996,2023-05-30 00:53:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_2,new_90,192.168.146.95,Mac OS,Success,
AL-001997,2023-11-07 00:05:00,USER-002,Sita Devi,Environmental Officer,Update,environmental_readings,REC-09089,old_36,new_40,192.168.135.191,Linux,Failed,Database timeout
AL-001998,2023-07-31 08:51:00,USER-003,Amit Patel,Labour Inspector,Reject,grievances,REC-02343,old_8,new_29,192.168.88.84,Linux,Success,
AL-001999,2023-05-23 06:55:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-05821,old_87,new_20,192.168.111.25,Linux,Success,
AL-002000,2023-02-12 00:11:00,USER-003,Amit Patel,Labour Inspector,Delete,environmental_readings,REC-08930,old_56,new_65,192.168.184.168,Mac OS,Success,
AL-002001,2023-06-12 21:37:00,USER-001,Rajesh Kumar,Safety Officer,Sync,environmental_readings,REC-07428,old_7,new_91,192.168.74.223,Mac OS,Success,
AL-002002,2023-05-05 06:58:00,USER-002,Sita Devi,Environmental Officer,Approve,inspections,REC-01348,old_32,new_24,192.168.92.148,Mac OS,Success,
AL-002003,2023-02-15 19:50:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-01201,old_17,new_13,192.168.13.168,Linux,Success,
AL-002004,2023-08-09 11:37:00,USER-002,Sita Devi,Environmental Officer,Create,contractors,REC-05103,old_24,new_45,192.168.107.141,Linux,Success,
AL-002005,2023-09-13 23:27:00,USER-003,Amit Patel,Labour Inspector,Sync,contractors,REC-05870,old_55,new_96,192.168.207.34,Mac OS,Success,
AL-002006,2023-11-29 01:46:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_86,new_86,192.168.68.6,Mac OS,Success,
AL-002007,2023-10-21 21:30:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-09170,old_44,new_33,192.168.234.114,Linux,Success,
AL-002008,2023-11-12 03:29:00,USER-001,Rajesh Kumar,Safety Officer,Approve,contractors,REC-00455,old_19,new_92,192.168.211.131,Linux,Success,
AL-002009,2023-03-21 10:38:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-02791,old_49,new_7,192.168.250.5,Mac OS,Success,
AL-002010,2023-11-14 20:15:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_4,new_60,192.168.69.45,Linux,Success,
AL-002011,2023-04-27 03:23:00,USER-002,Sita Devi,Environmental Officer,Sync,documents,REC-03627,old_23,new_23,192.168.1.249,Linux,Success,
AL-002012,2023-11-28 04:11:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_19,new_93,192.168.61.64,Linux,Success,
AL-002013,2023-08-24 19:38:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-00890,old_29,new_57,192.168.208.148,Windows 10,Success,
AL-002014,2023-07-18 12:22:00,USER-001,Rajesh Kumar,Safety Officer,Update,contractors,REC-03172,old_77,new_22,192.168.188.233,Mac OS,Success,
AL-002015,2023-03-26 20:36:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-07372,old_24,new_73,192.168.235.71,Linux,Success,
AL-002016,2023-03-21 17:37:00,USER-003,Amit Patel,Labour Inspector,Reject,contractors,REC-03640,old_59,new_80,192.168.27.81,Linux,Success,
AL-002017,2023-07-16 08:56:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_75,new_32,192.168.80.211,Windows 10,Success,
AL-002018,2023-08-28 20:05:00,USER-003,Amit Patel,Labour Inspector,Create,equipment,REC-00414,old_52,new_97,192.168.158.59,Mac OS,Success,
AL-002019,2023-10-04 00:23:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_60,new_2,192.168.179.190,Mac OS,Success,
AL-002020,2023-08-08 17:06:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_92,new_27,192.168.149.70,Linux,Success,
AL-002021,2023-02-22 12:17:00,USER-003,Amit Patel,Labour Inspector,Sync,inspections,REC-03850,old_77,new_99,192.168.139.54,Linux,Success,
